dataset,model,subset,regime,reply_set,reply_set_id,f1_estimate,f1_mean,f1_ci.low,f1_ci.high,recall_estimate,recall_mean,recall_ci.low,recall_ci.high,precision_estimate,precision_mean,precision_ci.low,precision_ci.high
thread,GPT-4o,joint,zero-shot,overall,5,0.713263158,0.711258089,0.573249911,0.837381747,0.72,0.719838,0.6,0.84,0.742909091,0.75422994,0.615286765,0.871820973
thread,Llama3-8B,clinton,SFT,overall,overall,0.86133951,0.861518996,0.840650586,0.881481231,0.858095238,0.858210571,0.836190476,0.879047619,0.872718535,0.873267523,0.854157533,0.891649069
thread,Llama3-8B,clinton,SFT,0,overall,0.960192322,0.960946195,0.900701201,1,0.96,0.960142,0.9,1,0.963555556,0.966932895,0.920277778,1
thread,Llama3-8B,clinton,SFT,0,0,0.960192322,0.960777013,0.901053434,1,0.96,0.96,0.9,1,0.963555556,0.966703127,0.92125,1
thread,Llama3-8B,clinton,SFT,1,overall,0.922371903,0.92300485,0.871165973,0.970347966,0.92,0.92028,0.86,0.97,0.929303957,0.932253774,0.88468772,0.972105932
thread,Llama3-8B,clinton,SFT,1,0,0.922380952,0.92184753,0.844976625,0.980330277,0.92,0.91901,0.84,0.98,0.929230769,0.933238335,0.867438938,0.982222222
thread,Llama3-8B,clinton,SFT,1,1,0.923330144,0.925028655,0.848461023,0.981264637,0.92,0.919756,0.84,0.98,0.935686275,0.942170651,0.888419318,0.986666667
thread,Llama3-8B,clinton,SFT,2,overall,0.813079743,0.814050926,0.752328412,0.872576769,0.806666667,0.807072667,0.74,0.866666667,0.831262646,0.834906255,0.773997225,0.89010007
thread,Llama3-8B,clinton,SFT,2,0,0.816688312,0.816159986,0.699559144,0.919658974,0.82,0.820262,0.7,0.92,0.816517241,0.826046781,0.709924904,0.924705357
thread,Llama3-8B,clinton,SFT,2,1,0.768264173,0.770161687,0.65344696,0.874413131,0.74,0.740472,0.62,0.86,0.817936508,0.826831442,0.708987817,0.931628026
thread,Llama3-8B,clinton,SFT,2,2,0.868360215,0.870780406,0.77964986,0.946113186,0.86,0.858968,0.76,0.94,0.902222222,0.910608186,0.860207788,0.964213596
thread,Llama3-8B,clinton,SFT,3,overall,0.871691877,0.871430795,0.824608586,0.915651995,0.87,0.869643,0.82,0.915,0.886473142,0.88799011,0.848590698,0.923922486
thread,Llama3-8B,clinton,SFT,3,0,0.879759899,0.879094098,0.781286369,0.959941603,0.88,0.880066,0.78,0.96,0.897303922,0.901621791,0.83347038,0.963636364
thread,Llama3-8B,clinton,SFT,3,1,0.879764706,0.880142934,0.783151024,0.960311937,0.88,0.880508,0.78,0.96,0.891484962,0.898201635,0.814830571,0.964210526
thread,Llama3-8B,clinton,SFT,3,2,0.865293103,0.866508518,0.772558704,0.944042843,0.86,0.858844,0.76,0.94,0.895555556,0.903340565,0.850498864,0.96
thread,Llama3-8B,clinton,SFT,3,3,0.865138889,0.866155293,0.769615808,0.943767123,0.86,0.859396,0.76,0.94,0.881333333,0.890505563,0.803599851,0.958753472
thread,Llama3-8B,clinton,SFT,4,overall,0.888806151,0.889162061,0.848907292,0.925646562,0.888,0.8883052,0.848,0.924,0.889855782,0.891671067,0.851784253,0.928282077
thread,Llama3-8B,clinton,SFT,4,0,0.900871372,0.901041655,0.809867589,0.97988604,0.9,0.9001,0.8,0.98,0.91038961,0.915404092,0.844688437,0.980910173
thread,Llama3-8B,clinton,SFT,4,1,0.857692308,0.856844048,0.750075056,0.940603053,0.86,0.860246,0.76,0.94,0.862121212,0.86935582,0.767179429,0.946206897
thread,Llama3-8B,clinton,SFT,4,2,0.86,0.860795398,0.753538154,0.948816264,0.86,0.860728,0.76,0.94,0.86,0.869450487,0.751470802,0.961666667
thread,Llama3-8B,clinton,SFT,4,3,0.883761194,0.883690516,0.790535097,0.961111842,0.88,0.879124,0.78,0.96,0.895267857,0.902879633,0.819520501,0.967
thread,Llama3-8B,clinton,SFT,4,4,0.949373434,0.949430792,0.885403509,1,0.94,0.940258,0.86,1,0.963636364,0.965190472,0.92,1
thread,Llama3-8B,clinton,SFT,5,overall,0.821393312,0.821804971,0.779405791,0.862217117,0.813333333,0.813414333,0.766666667,0.856666667,0.854369285,0.85590916,0.819187942,0.888950315
thread,Llama3-8B,clinton,SFT,5,0,0.880956341,0.881724725,0.783395293,0.960410417,0.88,0.880298,0.78,0.96,0.883492063,0.891133053,0.798007471,0.964210526
thread,Llama3-8B,clinton,SFT,5,1,0.718763833,0.720887517,0.595278646,0.835257642,0.68,0.679566,0.54,0.8,0.84368984,0.851955188,0.752,0.929669755
thread,Llama3-8B,clinton,SFT,5,2,0.807704403,0.809228472,0.696437805,0.905259091,0.8,0.799666,0.68,0.9,0.8372,0.846533586,0.743203534,0.931428571
thread,Llama3-8B,clinton,SFT,5,3,0.860168067,0.861213901,0.758248567,0.942336596,0.86,0.859836,0.76,0.94,0.868333333,0.876190388,0.779166667,0.952764286
thread,Llama3-8B,clinton,SFT,5,4,0.847629371,0.850175939,0.749901838,0.940688684,0.84,0.840568,0.74,0.94,0.887777778,0.896447446,0.83599951,0.955008333
thread,Llama3-8B,clinton,SFT,5,5,0.830844545,0.834111677,0.729612898,0.923932453,0.82,0.81966,0.7,0.92,0.875529101,0.885284592,0.803235753,0.95125
thread,Llama3-8B,clinton,SFT,overall,0,0.893424989,0.893149131,0.856980677,0.926657854,0.893333333,0.893028667,0.856666667,0.926666667,0.894308463,0.895037532,0.859567366,0.927528553
thread,Llama3-8B,clinton,SFT,overall,1,0.823984762,0.82434175,0.778971133,0.868640663,0.816,0.8159972,0.768,0.864,0.845376518,0.847340581,0.803917634,0.888799331
thread,Llama3-8B,clinton,SFT,overall,2,0.852622921,0.853267396,0.805541228,0.898525164,0.845,0.845123,0.795,0.895,0.871064286,0.873714479,0.83089118,0.912270621
thread,Llama3-8B,clinton,SFT,overall,3,0.869651016,0.869750094,0.816635767,0.920738945,0.866666667,0.866374667,0.813333333,0.92,0.88037023,0.883010931,0.833786794,0.926590943
thread,Llama3-8B,clinton,SFT,overall,4,0.896539575,0.897413063,0.837334399,0.950827448,0.89,0.889679,0.82,0.95,0.921222222,0.924788501,0.883331731,0.964102679
thread,Llama3-8B,clinton,SFT,overall,5,0.830844545,0.833755709,0.729268846,0.923752688,0.82,0.819404,0.7,0.92,0.875529101,0.884566678,0.803452246,0.950857644
thread,Llama3-8B,trump,SFT,overall,overall,0.855775173,0.855662959,0.83388143,0.876510842,0.854285714,0.854151524,0.832380952,0.875238095,0.859861668,0.860119135,0.838755355,0.88032641
thread,Llama3-8B,trump,SFT,0,overall,0.877213886,0.875447598,0.770973408,0.959816934,0.88,0.879672,0.78,0.96,0.897008547,0.900982777,0.831857011,0.963333333
thread,Llama3-8B,trump,SFT,0,0,0.877213886,0.875517076,0.772518519,0.959807923,0.88,0.879826,0.78,0.96,0.897008547,0.900929364,0.833522496,0.963333333
thread,Llama3-8B,trump,SFT,1,overall,0.866364522,0.866625555,0.793811359,0.929771912,0.87,0.870179,0.8,0.93,0.872300866,0.876131844,0.809071878,0.935750481
thread,Llama3-8B,trump,SFT,1,0,0.835231417,0.835441891,0.724743297,0.938996294,0.84,0.839914,0.74,0.94,0.852820513,0.860525401,0.765024015,0.944623779
thread,Llama3-8B,trump,SFT,1,1,0.898492754,0.898903459,0.806800114,0.979775439,0.9,0.90013,0.82,0.98,0.898863636,0.905397869,0.815188384,0.980666667
thread,Llama3-8B,trump,SFT,2,overall,0.86862607,0.868605221,0.813246135,0.919959243,0.866666667,0.866517333,0.813333333,0.92,0.875742836,0.878029392,0.824998669,0.924995758
thread,Llama3-8B,trump,SFT,2,0,0.839663866,0.840095104,0.733907573,0.939698165,0.84,0.84018,0.74,0.94,0.842644444,0.851002835,0.746106676,0.941666667
thread,Llama3-8B,trump,SFT,2,1,0.84287747,0.843370224,0.739100097,0.939476811,0.84,0.840198,0.74,0.94,0.849292929,0.857710279,0.756307143,0.943800283
thread,Llama3-8B,trump,SFT,2,2,0.924643357,0.925627804,0.851996243,0.980974125,0.92,0.919846,0.84,0.98,0.941875,0.94690731,0.896153226,0.985
thread,Llama3-8B,trump,SFT,3,overall,0.875159341,0.875516766,0.828401375,0.919912117,0.875,0.875271,0.829875,0.92,0.87755615,0.879606774,0.833751097,0.921697077
thread,Llama3-8B,trump,SFT,3,0,0.900421234,0.900089943,0.812962538,0.979887732,0.9,0.89976,0.82,0.98,0.904,0.908979421,0.824919079,0.981
thread,Llama3-8B,trump,SFT,3,1,0.880740741,0.880595028,0.782047511,0.960148343,0.88,0.87969,0.78,0.96,0.882467532,0.888726626,0.795403782,0.963809524
thread,Llama3-8B,trump,SFT,3,2,0.804585913,0.805612491,0.691797093,0.902987759,0.8,0.799522,0.68,0.9,0.820484848,0.831019587,0.71908998,0.922666964
thread,Llama3-8B,trump,SFT,3,3,0.918670077,0.919130748,0.835088255,0.980517521,0.92,0.920564,0.84,0.98,0.919166667,0.924732517,0.842530694,0.9825
thread,Llama3-8B,trump,SFT,4,overall,0.809740741,0.810016012,0.760995307,0.856200352,0.804,0.80411,0.752,0.852,0.829335821,0.831200896,0.785881492,0.8731026
thread,Llama3-8B,trump,SFT,4,0,0.860388879,0.861844907,0.759554799,0.943612451,0.86,0.861086,0.76,0.94,0.875333333,0.882956458,0.797058929,0.958
thread,Llama3-8B,trump,SFT,4,1,0.840351589,0.840167713,0.734467903,0.939821518,0.84,0.839692,0.74,0.94,0.8416,0.849975971,0.743857755,0.941666667
thread,Llama3-8B,trump,SFT,4,2,0.719166667,0.722518494,0.598342397,0.833798858,0.7,0.701164,0.58,0.82,0.772,0.784562852,0.657855901,0.892356434
thread,Llama3-8B,trump,SFT,4,3,0.846901961,0.84807819,0.747341409,0.94009136,0.84,0.840568,0.74,0.94,0.866833333,0.875263093,0.780950794,0.949090909
thread,Llama3-8B,trump,SFT,4,4,0.802072903,0.805397918,0.696507667,0.903181818,0.78,0.779634,0.66,0.88,0.855729647,0.865129076,0.762231731,0.945054788
thread,Llama3-8B,trump,SFT,5,overall,0.867636383,0.867589723,0.827616066,0.904360203,0.866666667,0.866581667,0.826666667,0.903333333,0.87042023,0.871611643,0.832697443,0.907567582
thread,Llama3-8B,trump,SFT,5,0,0.94129821,0.941573552,0.868270789,1,0.94,0.939586,0.86,1,0.947130435,0.95095238,0.895,1
thread,Llama3-8B,trump,SFT,5,1,0.878093483,0.877231303,0.775995826,0.96,0.88,0.879808,0.78,0.96,0.883452991,0.889163839,0.797379762,0.96308
thread,Llama3-8B,trump,SFT,5,2,0.788172188,0.789374112,0.678094708,0.892397793,0.78,0.78004,0.66,0.88,0.8088,0.819270498,0.7175,0.910466667
thread,Llama3-8B,trump,SFT,5,3,0.902303346,0.902665664,0.813716973,0.979502974,0.9,0.900406,0.82,0.98,0.908833333,0.914967194,0.829333333,0.981666667
thread,Llama3-8B,trump,SFT,5,4,0.840515298,0.841723077,0.734160119,0.939884662,0.84,0.840682,0.74,0.94,0.843717949,0.853025594,0.745088942,0.941601667
thread,Llama3-8B,trump,SFT,5,5,0.863,0.862149092,0.762258878,0.943019882,0.86,0.859442,0.76,0.94,0.872307692,0.877936277,0.787741935,0.955555556
thread,Llama3-8B,trump,SFT,overall,0,0.876595404,0.876395811,0.837995299,0.912994059,0.876666667,0.876454333,0.84,0.913333333,0.879388059,0.880268592,0.843446761,0.914297212
thread,Llama3-8B,trump,SFT,overall,1,0.868027165,0.867989474,0.824223182,0.908355761,0.868,0.867972,0.824,0.908,0.868963636,0.870322361,0.827500172,0.91129383
thread,Llama3-8B,trump,SFT,overall,2,0.808448451,0.808723459,0.756746629,0.859588197,0.8,0.799943,0.745,0.855,0.82953823,0.832092409,0.782435943,0.878517751
thread,Llama3-8B,trump,SFT,overall,3,0.889137529,0.889250937,0.839130209,0.935600624,0.886666667,0.886672667,0.833333333,0.933333333,0.893515873,0.895803831,0.846702967,0.940921418
thread,Llama3-8B,trump,SFT,overall,4,0.81542378,0.816378342,0.739738818,0.887411175,0.81,0.810019,0.73,0.88,0.834868421,0.840369948,0.767373331,0.905477783
thread,Llama3-8B,trump,SFT,overall,5,0.863,0.862731175,0.764326957,0.942093527,0.86,0.859964,0.76,0.94,0.872307692,0.878325714,0.788880952,0.952857143
thread,Llama3-8B,joint,SFT,overall,overall,0.754619865,0.754791973,0.728989963,0.779957376,0.751428571,0.751413143,0.724761905,0.777142857,0.768047928,0.769491991,0.744497604,0.794154935
thread,Llama3-8B,joint,SFT,0,overall,0.839666667,0.836137575,0.719168382,0.936952381,0.84,0.838942,0.72,0.94,0.871094322,0.876054814,0.770317513,0.957178309
thread,Llama3-8B,joint,SFT,0,0,0.839666667,0.836806154,0.717672515,0.937479022,0.84,0.83962,0.72,0.94,0.871094322,0.876923553,0.769087767,0.96125
thread,Llama3-8B,joint,SFT,1,overall,0.826792738,0.827476892,0.747990218,0.899330686,0.83,0.830091,0.75,0.9,0.834953785,0.845060206,0.770736515,0.910369261
thread,Llama3-8B,joint,SFT,1,0,0.821071194,0.820809466,0.707053875,0.920333929,0.82,0.820472,0.7,0.92,0.853833333,0.86599943,0.773221737,0.938098413
thread,Llama3-8B,joint,SFT,1,1,0.841064466,0.843416044,0.736436667,0.93989696,0.84,0.839988,0.74,0.94,0.857410256,0.874919407,0.784213324,0.953333333
thread,Llama3-8B,joint,SFT,2,overall,0.73499477,0.735572607,0.663750953,0.804074273,0.726666667,0.726538,0.653333333,0.793333333,0.760177261,0.768456343,0.699209906,0.832857599
thread,Llama3-8B,joint,SFT,2,0,0.717663082,0.714681457,0.582857392,0.838788904,0.72,0.718926,0.6,0.84,0.731170868,0.747871013,0.609371687,0.870008824
thread,Llama3-8B,joint,SFT,2,1,0.721719495,0.719439856,0.593061227,0.83688036,0.68,0.680046,0.54,0.8,0.781753358,0.799628348,0.671947222,0.90833539
thread,Llama3-8B,joint,SFT,2,2,0.79087013,0.794847917,0.68191245,0.896505835,0.78,0.779634,0.66,0.88,0.859047619,0.875838048,0.813270974,0.933333333
thread,Llama3-8B,joint,SFT,3,overall,0.774244684,0.774353258,0.715073754,0.831354849,0.775,0.7749875,0.715,0.83,0.789144598,0.795014938,0.739493065,0.846733872
thread,Llama3-8B,joint,SFT,3,0,0.83720554,0.834920497,0.71779168,0.938158182,0.84,0.839608,0.74,0.94,0.861571429,0.873788868,0.783998701,0.948039245
thread,Llama3-8B,joint,SFT,3,1,0.777622222,0.775367822,0.652328364,0.884110641,0.78,0.779136,0.66,0.88,0.808,0.8212687,0.716186147,0.910420139
thread,Llama3-8B,joint,SFT,3,2,0.710617811,0.714372834,0.583014345,0.833680416,0.7,0.699876,0.56,0.82,0.7485,0.77470394,0.647803325,0.883780812
thread,Llama3-8B,joint,SFT,3,3,0.789096452,0.788050047,0.668425772,0.897142857,0.78,0.778452,0.66,0.88,0.807637427,0.819556761,0.693555051,0.924
thread,Llama3-8B,joint,SFT,4,overall,0.739492037,0.74002003,0.685181974,0.792304212,0.732,0.7317032,0.676,0.784,0.760355573,0.766244365,0.712409963,0.816922866
thread,Llama3-8B,joint,SFT,4,0,0.78248951,0.784108437,0.665568536,0.886627742,0.78,0.780654,0.66,0.88,0.808571429,0.830767559,0.729546158,0.916885444
thread,Llama3-8B,joint,SFT,4,1,0.720380952,0.719059511,0.58733288,0.840577079,0.72,0.719936,0.6,0.84,0.728809524,0.750866143,0.616665385,0.866264448
thread,Llama3-8B,joint,SFT,4,2,0.675184628,0.673648789,0.538632788,0.800659524,0.64,0.640434,0.5,0.78,0.7265,0.735642353,0.578938131,0.879006818
thread,Llama3-8B,joint,SFT,4,3,0.798362996,0.797378297,0.682811206,0.900018347,0.78,0.780036,0.66,0.88,0.836444444,0.852619867,0.754921254,0.935334091
thread,Llama3-8B,joint,SFT,4,4,0.770484848,0.773951725,0.656168173,0.880120437,0.74,0.740222,0.62,0.86,0.844833333,0.859646989,0.754599206,0.946
thread,Llama3-8B,joint,SFT,5,overall,0.73223545,0.733017022,0.683111156,0.78077313,0.723333333,0.723321667,0.673333333,0.773333333,0.76794107,0.772713172,0.725046549,0.817295959
thread,Llama3-8B,joint,SFT,5,0,0.845125097,0.844445394,0.733427622,0.938861883,0.84,0.839502,0.74,0.94,0.856857143,0.871685817,0.7625,0.96
thread,Llama3-8B,joint,SFT,5,1,0.660434783,0.660787138,0.521638617,0.790629077,0.62,0.62101,0.48,0.76,0.803162393,0.823228623,0.707614286,0.916434524
thread,Llama3-8B,joint,SFT,5,2,0.647575758,0.653335521,0.518208736,0.780966947,0.64,0.63997,0.5,0.76,0.700666667,0.728394668,0.581817857,0.857184019
thread,Llama3-8B,joint,SFT,5,3,0.766603175,0.768312745,0.641110784,0.883127408,0.76,0.760072,0.64,0.88,0.79425,0.811770686,0.672361804,0.926667677
thread,Llama3-8B,joint,SFT,5,4,0.753111111,0.757039953,0.632812316,0.868015548,0.74,0.739898,0.62,0.86,0.813285714,0.835090379,0.726429679,0.923609706
thread,Llama3-8B,joint,SFT,5,5,0.760311355,0.761678385,0.633871804,0.872643202,0.74,0.739934,0.62,0.86,0.81252381,0.830547582,0.714331818,0.925
thread,Llama3-8B,joint,SFT,overall,0,0.807804713,0.808507669,0.763285115,0.851419441,0.806666667,0.806910667,0.763333333,0.85,0.813500888,0.817886813,0.773491438,0.859393321
thread,Llama3-8B,joint,SFT,overall,1,0.735217216,0.735563659,0.681174286,0.788014686,0.728,0.7278284,0.672,0.78,0.756231864,0.762241544,0.707453481,0.813414934
thread,Llama3-8B,joint,SFT,overall,2,0.702264272,0.704040991,0.64232651,0.763585362,0.69,0.6900705,0.625,0.75,0.734825646,0.743139262,0.683604824,0.799362737
thread,Llama3-8B,joint,SFT,overall,3,0.778362339,0.778614027,0.710740931,0.84302025,0.773333333,0.772945333,0.706666667,0.84,0.795750093,0.80335836,0.739361385,0.864351536
thread,Llama3-8B,joint,SFT,overall,4,0.74541346,0.748983238,0.660860947,0.831911996,0.74,0.73935,0.65,0.82,0.785602564,0.800337963,0.722822937,0.870411792
thread,Llama3-8B,joint,SFT,overall,5,0.760311355,0.763082061,0.640221229,0.87270836,0.74,0.741498,0.62,0.86,0.81252381,0.83180595,0.722219048,0.923670833
thread,Llama3-70B,clinton,SFT,overall,overall,0.894154828,0.894232152,0.875524612,0.911751986,0.892380952,0.892409238,0.873333333,0.91047619,0.901493188,0.901872229,0.884929733,0.918090391
thread,Llama3-70B,clinton,SFT,0,overall,0.961670034,0.962268027,0.907566398,1,0.96,0.960042,0.9,1,0.968,0.971135914,0.938461538,1
thread,Llama3-70B,clinton,SFT,0,0,0.961670034,0.962356918,0.907290618,1,0.96,0.960138,0.9,1,0.968,0.971190407,0.938461538,1
thread,Llama3-70B,clinton,SFT,1,overall,0.950164602,0.950233947,0.90348538,0.990005302,0.95,0.949942,0.9,0.99,0.953445122,0.955158304,0.918466111,0.99025641
thread,Llama3-70B,clinton,SFT,1,0,0.959919192,0.959884613,0.898767294,1,0.96,0.960046,0.9,1,0.960869565,0.963373819,0.907333333,1
thread,Llama3-70B,clinton,SFT,1,1,0.940708634,0.942283136,0.878484848,1,0.94,0.940268,0.86,1,0.948444444,0.953721269,0.908260338,1
thread,Llama3-70B,clinton,SFT,2,overall,0.850095941,0.850329934,0.791529581,0.90458762,0.846666667,0.846485333,0.786666667,0.9,0.866090354,0.868968195,0.813237942,0.918357999
thread,Llama3-70B,clinton,SFT,2,0,0.876964286,0.876232354,0.770748245,0.96,0.88,0.87953,0.78,0.96,0.877425287,0.884916793,0.777960296,0.965588681
thread,Llama3-70B,clinton,SFT,2,1,0.838666667,0.840178289,0.737829821,0.928651795,0.82,0.819458,0.7,0.92,0.871428571,0.878920356,0.774936695,0.962857143
thread,Llama3-70B,clinton,SFT,2,2,0.845967213,0.846328715,0.746094681,0.94028633,0.84,0.839428,0.74,0.94,0.886666667,0.894054562,0.83,0.950011905
thread,Llama3-70B,clinton,SFT,3,overall,0.896328847,0.89681862,0.853280568,0.935924044,0.895,0.895307,0.85,0.935,0.903184046,0.905111997,0.865762744,0.940745952
thread,Llama3-70B,clinton,SFT,3,0,0.899648875,0.899465962,0.812111867,0.979899075,0.9,0.899734,0.82,0.98,0.912575758,0.916907153,0.853946898,0.980869565
thread,Llama3-70B,clinton,SFT,3,1,0.898909091,0.898783144,0.802318853,0.979669763,0.9,0.900332,0.82,0.98,0.899285714,0.905210143,0.817175758,0.980714286
thread,Llama3-70B,clinton,SFT,3,2,0.923559073,0.925566198,0.851031063,0.981158648,0.92,0.920024,0.84,0.98,0.936,0.942848832,0.891268797,0.985
thread,Llama3-70B,clinton,SFT,3,3,0.86961927,0.871281753,0.775448276,0.951756339,0.86,0.859256,0.76,0.94,0.896551724,0.904330924,0.813788719,0.971428571
thread,Llama3-70B,clinton,SFT,4,overall,0.920499265,0.920602114,0.885478413,0.952208998,0.92,0.9200416,0.884,0.952,0.922108834,0.923228502,0.889876338,0.953320462
thread,Llama3-70B,clinton,SFT,4,0,0.920568182,0.92076867,0.840030722,0.98020592,0.92,0.9204,0.84,0.98,0.925217391,0.929335508,0.859883301,0.981666667
thread,Llama3-70B,clinton,SFT,4,1,0.86,0.860821667,0.757691887,0.942255982,0.86,0.860766,0.76,0.94,0.86,0.868683302,0.764282967,0.953846154
thread,Llama3-70B,clinton,SFT,4,2,0.980246154,0.980672749,0.941201849,1,0.98,0.980166,0.94,1,0.981538462,0.983117188,0.95,1
thread,Llama3-70B,clinton,SFT,4,3,0.922256716,0.922992568,0.845714256,0.981264637,0.92,0.920002,0.84,0.98,0.932857143,0.939619155,0.882720202,0.985
thread,Llama3-70B,clinton,SFT,4,4,0.92923588,0.929934882,0.853866604,0.989818182,0.92,0.92073,0.84,0.98,0.947826087,0.950575637,0.904,1
thread,Llama3-70B,clinton,SFT,5,overall,0.864828389,0.865235381,0.827144817,0.901276026,0.86,0.860127667,0.82,0.896666667,0.880615695,0.882218262,0.847614757,0.914074982
thread,Llama3-70B,clinton,SFT,5,0,0.901695447,0.902950094,0.82,0.979956356,0.9,0.900678,0.82,0.98,0.904880952,0.912217374,0.829413477,0.981
thread,Llama3-70B,clinton,SFT,5,1,0.80562963,0.80879548,0.701716292,0.904847383,0.78,0.78024,0.66,0.88,0.864285714,0.872746954,0.773243027,0.95296978
thread,Llama3-70B,clinton,SFT,5,2,0.887616255,0.889447746,0.80058869,0.961714286,0.88,0.880344,0.78,0.96,0.914074074,0.92051937,0.856873415,0.971428571
thread,Llama3-70B,clinton,SFT,5,3,0.881308216,0.881481544,0.783393477,0.96037037,0.88,0.879914,0.78,0.96,0.902727273,0.908862927,0.850951299,0.964444444
thread,Llama3-70B,clinton,SFT,5,4,0.845333333,0.84651276,0.746116781,0.940509435,0.84,0.839316,0.74,0.94,0.883458647,0.891970004,0.834666029,0.949667647
thread,Llama3-70B,clinton,SFT,5,5,0.883578644,0.885171898,0.789368468,0.961650903,0.88,0.880256,0.78,0.96,0.890357143,0.899077193,0.80205,0.976
thread,Llama3-70B,clinton,SFT,overall,0,0.920179664,0.920266078,0.88863199,0.949985947,0.92,0.920057333,0.886666667,0.95,0.921285349,0.922167121,0.89105043,0.950679408
thread,Llama3-70B,clinton,SFT,overall,1,0.864073932,0.864494672,0.822469986,0.904816775,0.86,0.8601344,0.816,0.904,0.874542645,0.876539771,0.835991087,0.913630443
thread,Llama3-70B,clinton,SFT,overall,2,0.907924424,0.907749155,0.868379426,0.945491876,0.905,0.9044035,0.86,0.945,0.918263881,0.919637436,0.886873576,0.950395926
thread,Llama3-70B,clinton,SFT,overall,3,0.889642311,0.889772306,0.839442821,0.935102727,0.886666667,0.886357333,0.833333333,0.933333333,0.906014647,0.908462964,0.869708128,0.944253856
thread,Llama3-70B,clinton,SFT,overall,4,0.884529307,0.885559957,0.821759538,0.941679667,0.88,0.879931,0.81,0.94,0.910238095,0.914368774,0.873583285,0.955555556
thread,Llama3-70B,clinton,SFT,overall,5,0.883578644,0.885287143,0.791327506,0.961739851,0.88,0.880486,0.78,0.96,0.890357143,0.898920961,0.802554167,0.9734
thread,Llama3-70B,trump,SFT,overall,overall,0.899283785,0.899426378,0.88118182,0.917319566,0.899047619,0.899188571,0.880952381,0.917142857,0.899680556,0.9000992,0.881926935,0.917923967
thread,Llama3-70B,trump,SFT,0,overall,0.915909091,0.915138708,0.823229288,0.980470588,0.92,0.919928,0.84,0.98,0.917763975,0.922753795,0.836103473,0.982857143
thread,Llama3-70B,trump,SFT,0,0,0.915909091,0.915164753,0.824518958,0.980483516,0.92,0.920024,0.84,0.98,0.917763975,0.922730669,0.835678355,0.982857143
thread,Llama3-70B,trump,SFT,1,overall,0.919474275,0.919058537,0.859207408,0.969863461,0.92,0.919786,0.86,0.97,0.920625,0.922498971,0.866975132,0.97062512
thread,Llama3-70B,trump,SFT,1,0,0.859601177,0.859041615,0.758444006,0.940491906,0.86,0.85982,0.76,0.94,0.862091503,0.868874541,0.772338942,0.947826087
thread,Llama3-70B,trump,SFT,1,1,0.979723948,0.979740305,0.936530764,1,0.98,0.980296,0.94,1,0.980625,0.981500693,0.945,1
thread,Llama3-70B,trump,SFT,2,overall,0.907055514,0.90715048,0.858722605,0.95260667,0.906666667,0.906639333,0.86,0.953333333,0.912007722,0.913922207,0.869186544,0.954080269
thread,Llama3-70B,trump,SFT,2,0,0.899255702,0.899896355,0.810621968,0.979942604,0.9,0.90043,0.82,0.98,0.902122222,0.907830192,0.822398333,0.980869565
thread,Llama3-70B,trump,SFT,2,1,0.940883117,0.941056778,0.86685628,1,0.94,0.939814,0.86,1,0.942895623,0.946555914,0.88,1
thread,Llama3-70B,trump,SFT,2,2,0.87978022,0.880667029,0.783300428,0.960666908,0.88,0.879918,0.78,0.96,0.895833333,0.903712415,0.818539187,0.968
thread,Llama3-70B,trump,SFT,3,overall,0.904979439,0.905094536,0.864684942,0.944891004,0.905,0.9050805,0.865,0.945,0.905225675,0.906690129,0.865431307,0.945359865
thread,Llama3-70B,trump,SFT,3,0,0.96,0.959974101,0.89912854,1,0.96,0.959976,0.9,1,0.96,0.962310299,0.901110714,1
thread,Llama3-70B,trump,SFT,3,1,0.88,0.880073608,0.780443467,0.960022247,0.88,0.880076,0.78,0.96,0.88,0.886304943,0.790777816,0.963112121
thread,Llama3-70B,trump,SFT,3,2,0.883901458,0.885135178,0.794227035,0.961152006,0.88,0.879938,0.78,0.96,0.894508961,0.90280394,0.822577298,0.967272727
thread,Llama3-70B,trump,SFT,3,3,0.899054966,0.89839468,0.802893514,0.979623053,0.9,0.899806,0.8,0.98,0.899435484,0.904709643,0.815014542,0.980625
thread,Llama3-70B,trump,SFT,4,overall,0.869535968,0.869881077,0.827981373,0.909060408,0.868,0.8681836,0.824,0.908,0.87656,0.878294142,0.839059866,0.914844231
thread,Llama3-70B,trump,SFT,4,0,0.939179722,0.939486337,0.860679135,1,0.94,0.940078,0.86,1,0.945666667,0.949059813,0.898090909,1
thread,Llama3-70B,trump,SFT,4,1,0.859463571,0.859179328,0.756243597,0.941763727,0.86,0.859356,0.76,0.94,0.868112821,0.874855224,0.782859349,0.952
thread,Llama3-70B,trump,SFT,4,2,0.82802139,0.829153215,0.725327854,0.922298712,0.82,0.8195,0.72,0.92,0.846666667,0.85675706,0.753214286,0.93894754
thread,Llama3-70B,trump,SFT,4,3,0.902589808,0.90361427,0.819330337,0.980068795,0.9,0.89987,0.82,0.98,0.912,0.918353889,0.84,0.981335714
thread,Llama3-70B,trump,SFT,4,4,0.82630137,0.828689057,0.720438488,0.922526316,0.82,0.819162,0.7,0.92,0.84212987,0.852577544,0.743660444,0.94136526
thread,Llama3-70B,trump,SFT,5,overall,0.906486778,0.906721419,0.872757983,0.93689602,0.906666667,0.906929,0.873333333,0.936666667,0.907046565,0.908172927,0.87418631,0.938475531
